Date,Confirmed,Deaths,Recovered,Active,New Cases,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of Countries
2020-01-23,655,18,32,605,99,2.75,4.89,56.25,8
2020-01-24,941,26,39,876,288,2.76,4.14,66.67,9
2020-01-25,1434,42,42,1350,495,2.93,2.93,100.0,11
2020-01-26,2118,56,56,2006,684,2.64,2.64,100.0,13
2020-01-27,2927,82,65,2780,809,2.8,2.22,126.15,16
2020-01-28,5578,131,108,5339,2653,2.35,1.94,121.3,16
2020-01-29,6167,133,127,5907,589,2.16,2.06,104.72,18
2020-01-30,8235,171,145,7919,2071,2.08,1.76,117.93,20
2020-01-31,9927,213,225,9489,1692,2.15,2.27,94.67,23
2020-02-01,12038,259,287,11492,2111,2.15,2.38,90.24,25
2020-02-02,16787,362,476,15949,4749,2.16,2.84,76.05,25
2020-02-03,19887,426,627,18834,3100,2.14,3.15,67.94,25
2020-02-04,23898,492,857,22549,4011,2.06,3.59,57.41,26
2020-02-05,27643,564,1130,25949,3745,2.04,4.09,49.91,26
2020-02-06,30805,634,1493,28678,3192,2.06,4.85,42.46,26
2020-02-07,34399,719,2016,31664,3594,2.09,5.86,35.66,27
2020-02-08,37130,806,2617,33707,2731,2.17,7.05,30.8,27
2020-02-09,40161,906,3247,36008,3031,2.26,8.08,27.9,27
2020-02-10,42769,1013,3949,37807,2608,2.37,9.23,25.65,27
2020-02-11,44811,1113,4684,39014,2042,2.48,10.45,23.76,27
2020-02-12,45229,1118,5151,38960,418,2.47,11.39,21.7,27
2020-02-13,60381,1371,6294,52716,15152,2.27,10.42,21.78,27
2020-02-14,66909,1523,8061,57325,6528,2.28,12.05,18.89,28
2020-02-15,69052,1666,9397,57989,2143,2.41,13.61,17.73,28
2020-02-16,71235,1770,10867,58598,2183,2.48,15.26,16.29,28
2020-02-17,73270,1868,12587,58815,2035,2.55,17.18,14.84,28
2020-02-18,75152,2008,14352,58792,1883,2.67,19.1,13.99,28
2020-02-19,75652,2123,16123,57406,500,2.81,21.31,13.17,29
2020-02-20,76212,2248,18181,55783,560,2.95,23.86,12.36,29
2020-02-21,76841,2252,18894,55695,629,2.93,24.59,11.92,31
2020-02-22,78602,2459,22892,53251,1762,3.13,29.12,10.74,31
2020-02-23,78982,2470,23397,53115,383,3.13,29.62,10.56,32
2020-02-24,79550,2630,25229,51691,570,3.31,31.71,10.42,37
2020-02-25,80404,2710,27907,49787,854,3.37,34.71,9.71,42
2020-02-26,81381,2771,30388,48222,977,3.4,37.34,9.12,48
2020-02-27,82740,2814,33282,46644,1359,3.4,40.22,8.46,51
2020-02-28,84128,2873,36714,44541,1388,3.42,43.64,7.83,56
2020-02-29,86022,2943,39785,43294,1899,3.42,46.25,7.4,62
2020-03-01,88400,2997,42721,42682,2380,3.39,48.33,7.02,67
2020-03-02,90379,3086,45605,41688,1979,3.41,50.46,6.77,74
2020-03-03,92980,3160,48227,41593,2602,3.4,51.87,6.55,77
2020-03-04,95282,3255,51170,40857,2306,3.42,53.7,6.36,81
2020-03-05,98100,3348,53796,40956,2818,3.41,54.84,6.22,85
2020-03-06,102016,3461,55864,42691,3917,3.39,54.76,6.2,94
2020-03-07,106113,3565,58358,44190,4102,3.36,55.0,6.11,95
2020-03-08,110051,3805,60695,45551,3939,3.46,55.15,6.27,100
2020-03-09,114230,3995,62495,47740,4180,3.5,54.71,6.39,102
2020-03-10,119055,4271,64402,50382,4827,3.59,54.09,6.63,106
2020-03-11,126715,4616,66999,55100,7689,3.64,52.87,6.89,112
2020-03-12,132516,4925,68328,59263,5805,3.72,51.56,7.21,114
2020-03-13,146871,5417,70255,71199,14360,3.69,47.83,7.71,120
2020-03-14,157971,5838,72622,79511,11103,3.7,45.97,8.04,134
2020-03-15,169244,6488,76031,86725,11273,3.83,44.92,8.53,139
2020-03-16,184026,7175,78086,98765,14786,3.9,42.43,9.19,143
2020-03-17,200027,7991,80830,111206,16004,3.99,40.41,9.89,147
2020-03-18,219598,8909,83317,127372,19571,4.06,37.94,10.69,151
2020-03-19,246697,10025,84958,151714,27101,4.06,34.44,11.8,155
2020-03-20,277571,11518,87403,178650,30876,4.15,31.49,13.18,162
2020-03-21,309714,13243,91650,204821,32149,4.28,29.59,14.45,164
2020-03-22,344819,14927,97867,232025,35105,4.33,28.38,15.25,169
2020-03-23,387492,16887,98355,272250,42674,4.36,25.38,17.17,170
2020-03-24,428574,19195,107974,301405,41100,4.48,25.19,17.78,172
2020-03-25,479647,22022,113753,343872,51073,4.59,23.72,19.36,175
2020-03-26,542581,25065,122125,395391,62938,4.62,22.51,20.52,175
2020-03-27,607561,28549,130910,448102,64981,4.7,21.55,21.81,176
2020-03-28,677320,32349,139421,505550,69759,4.78,20.58,23.2,177
2020-03-29,733993,35853,148877,549263,56674,4.88,20.28,24.08,177
2020-03-30,799332,39943,164213,595176,65340,5.0,20.54,24.32,178
2020-03-31,876255,44684,177803,653768,76923,5.1,20.29,25.13,180
2020-04-01,959236,50697,193075,715464,82982,5.29,20.13,26.26,180
2020-04-02,1042395,56596,210218,775581,83159,5.43,20.17,26.92,181
2020-04-03,1126206,62750,225640,837816,83811,5.57,20.04,27.81,181
2020-04-04,1185350,68729,246052,870569,76220,5.8,20.76,27.93,181
2020-04-05,1256186,73986,259888,922312,70838,5.89,20.69,28.47,182
2020-04-06,1330135,79925,276597,973613,73949,6.01,20.79,28.9,183
2020-04-07,1399769,88230,299859,1011680,73123,6.3,21.42,29.42,183
2020-04-08,1483064,95062,328741,1059261,83295,6.41,22.17,28.92,183
2020-04-09,1570048,102933,353995,1113120,86984,6.56,22.55,29.08,183
2020-04-10,1655371,110353,375733,1169285,85323,6.67,22.7,29.37,184
2020-04-11,1729756,116634,401983,1211139,74385,6.74,23.24,29.01,184
2020-04-12,1849385,122582,421366,1305437,119650,6.63,22.78,29.09,184
2020-04-13,1920405,128600,448623,1343182,71020,6.7,23.36,28.67,184
2020-04-14,2004272,135683,473697,1394892,83867,6.77,23.63,28.64,184
2020-04-15,2082494,144231,510236,1428027,78222,6.93,24.5,28.27,184
2020-04-16,2178187,151659,541119,1485409,95693,6.96,24.84,28.03,184
2020-04-17,2266228,160174,567303,1538751,88041,7.07,25.03,28.23,184
2020-04-18,2343416,166372,591169,1585875,77189,7.1,25.23,28.14,184
2020-04-19,2420183,171726,622952,1625505,76767,7.1,25.74,27.57,184
2020-04-20,2495740,177776,645130,1672834,75557,7.12,25.85,27.56,184
2020-04-21,2571744,185154,679932,1706658,76004,7.2,26.44,27.23,184
2020-04-22,2653235,192197,710017,1751021,81491,7.24,26.76,27.07,184
2020-04-23,2737233,199206,738747,1799280,85707,7.28,26.99,26.97,184
2020-04-24,2821347,206129,788776,1826442,94148,7.31,27.96,26.13,184
2020-04-25,2903698,212005,816531,1875162,82351,7.3,28.12,25.96,184
2020-04-26,2975166,216265,845343,1913558,71469,7.27,28.41,25.58,184
2020-04-27,3045415,221210,873227,1950978,70249,7.26,28.67,25.33,184
2020-04-28,3121219,228032,906439,1986748,75804,7.31,29.04,25.16,184
2020-04-29,3198417,234986,948516,2014915,78655,7.35,29.66,24.77,184
2020-04-30,3281703,241029,1013632,2027042,83293,7.34,30.89,23.78,185
2020-05-01,3370181,246502,1051789,2071890,88478,7.31,31.21,23.44,186
2020-05-02,3449421,252340,1092440,2104641,79407,7.32,31.67,23.1,186
2020-05-03,3524160,256183,1124973,2143004,74739,7.27,31.92,22.77,186
2020-05-04,3601873,260754,1159059,2182060,77714,7.24,32.18,22.5,186
2020-05-05,3682095,266867,1195532,2219696,80222,7.25,32.47,22.32,186
2020-05-06,3772614,273754,1241651,2257209,90519,7.26,32.91,22.05,186
2020-05-07,3861466,279453,1281176,2300837,90435,7.24,33.18,21.81,186
2020-05-08,3951909,285368,1317589,2348952,91923,7.22,33.34,21.66,186
2020-05-09,4036318,289959,1371030,2375329,84409,7.18,33.97,21.15,186
2020-05-10,4111880,293990,1404839,2413051,75562,7.15,34.17,20.93,186
2020-05-11,4188338,297909,1451724,2438705,76515,7.11,34.66,20.52,186
2020-05-12,4272821,303795,1488766,2480260,84503,7.11,34.84,20.41,186
2020-05-13,4357715,309272,1544638,2503805,84894,7.1,35.45,20.02,187
2020-05-14,4453797,314848,1584349,2554600,96083,7.07,35.57,19.87,187
2020-05-15,4549824,320484,1632452,2596888,96027,7.04,35.88,19.63,187
2020-05-16,4644154,325037,1688863,2630254,94330,7.0,36.37,19.25,187
2020-05-17,4722422,328609,1729871,2663942,78268,6.96,36.63,19.0,187
2020-05-18,4811216,332767,1782787,2695662,88794,6.92,37.05,18.67,187
2020-05-19,4908171,337901,1834839,2735431,97164,6.88,37.38,18.42,187
2020-05-20,5010365,343096,1893809,2773460,102194,6.85,37.8,18.12,187
2020-05-21,5117025,348174,1945029,2823822,106764,6.8,38.01,17.9,187
2020-05-22,5223404,353852,2053576,2815976,106379,6.77,39.31,17.23,187
2020-05-23,5327993,358154,2108410,2861429,104589,6.72,39.57,16.99,187
2020-05-24,5422530,361637,2163937,2896956,94976,6.67,39.91,16.71,187
2020-05-25,5508954,363252,2227666,2918036,86796,6.59,40.44,16.31,187
2020-05-26,5602172,367915,2282818,2951439,93218,6.57,40.75,16.12,187
2020-05-27,5705772,373308,2346145,2986319,103600,6.54,41.12,15.91,187
2020-05-28,5824376,378320,2413008,3033048,118604,6.5,41.43,15.68,187
2020-05-29,5945406,383475,2490273,3071658,121030,6.45,41.89,15.4,187
2020-05-30,6082394,387859,2560723,3133812,136988,6.38,42.1,15.15,187
2020-05-31,6189005,391012,2637107,3160886,106611,6.32,42.61,14.83,187
2020-06-01,6284749,394523,2692032,3198194,95744,6.28,42.83,14.66,187
2020-06-02,6406442,399723,2796144,3210575,122340,6.24,43.65,14.3,187
2020-06-03,6520620,405562,2875235,3239823,117405,6.22,44.09,14.11,187
2020-06-04,6651489,410990,2945305,3295194,130869,6.18,44.28,13.95,187
2020-06-05,6782388,416053,3014470,3351865,130899,6.13,44.45,13.8,187
2020-06-06,6916461,420269,3086674,3409518,134073,6.08,44.63,13.62,187
2020-06-07,7029140,423457,3141783,3463900,112679,6.02,44.7,13.48,187
2020-06-08,7130608,427623,3293394,3409591,101468,6.0,46.19,12.98,187
2020-06-09,7255082,432816,3375664,3446602,124474,5.97,46.53,12.82,187
2020-06-10,7390529,438298,3454835,3497396,135447,5.93,46.75,12.69,187
2020-06-11,7527832,443363,3540714,3543755,137303,5.89,47.03,12.52,187
2020-06-12,7656871,448172,3620434,3588265,129039,5.85,47.28,12.38,187
2020-06-13,7792031,452632,3706326,3633073,135160,5.81,47.57,12.21,187
2020-06-14,7924679,456275,3777145,3691259,132648,5.76,47.66,12.08,187
2020-06-15,8043086,460110,3857420,3725556,118407,5.72,47.96,11.93,187
2020-06-16,8184796,467229,3955283,3762284,141710,5.71,48.32,11.81,187
2020-06-17,8329379,472794,4074114,3782471,144583,5.68,48.91,11.6,187
2020-06-18,8470135,478107,4155277,3836751,140756,5.64,49.06,11.51,187
2020-06-19,8650320,484489,4250267,3915564,180333,5.6,49.13,11.4,187
2020-06-20,8807897,488984,4366121,3952792,157577,5.55,49.57,11.2,187
2020-06-21,8936631,493605,4434807,4008219,128734,5.52,49.63,11.13,187
2020-06-22,9075013,497350,4526440,4051223,138382,5.48,49.88,10.99,187
2020-06-23,9242095,502923,4630495,4108677,167082,5.44,50.1,10.86,187
2020-06-24,9414970,508462,4746246,4160262,172875,5.4,50.41,10.71,187
2020-06-25,9593310,513507,4839130,4240673,178340,5.35,50.44,10.61,187
2020-06-26,9785153,518585,4945110,4321458,191843,5.3,50.54,10.49,187
2020-06-27,9963871,523367,5051396,4389108,178718,5.25,50.7,10.36,187
2020-06-28,10128830,526894,5140599,4461337,165366,5.2,50.75,10.25,187
2020-06-29,10282420,530907,5235170,4516343,153590,5.16,50.91,10.14,187
2020-06-30,10458817,536105,5352510,4570202,176397,5.13,51.18,10.02,187
2020-07-01,10676198,541433,5468424,4666341,217381,5.07,51.22,9.9,187
2020-07-02,10885967,546873,5753358,4585736,209769,5.02,52.85,9.51,187
2020-07-03,11088610,552181,5863246,4673183,202644,4.98,52.88,9.42,187
2020-07-04,11285010,556992,6059006,4669012,196400,4.94,53.69,9.19,187
2020-07-05,11469072,560838,6178369,4729865,184062,4.89,53.87,9.08,187
2020-07-06,11632593,564993,6302068,4765532,163521,4.86,54.18,8.97,187
2020-07-07,11842589,571343,6447101,4824145,209996,4.82,54.44,8.86,187
2020-07-08,12056311,577006,6605157,4874148,213722,4.79,54.79,8.74,187
2020-07-09,12281313,582793,6739775,4958745,225002,4.75,54.88,8.65,187
2020-07-10,12514026,588457,6879221,5046348,232713,4.7,54.97,8.55,187
2020-07-11,12731699,593673,7004913,5133113,217673,4.66,55.02,8.48,187
2020-07-12,12925558,597975,7116749,5210834,193859,4.63,55.06,8.4,187
2020-07-13,13115864,602268,7257072,5256524,190306,4.59,55.33,8.3,187
2020-07-14,13337089,608280,7399324,5329485,221225,4.56,55.48,8.22,187
2020-07-15,13568315,614154,7559130,5395031,231231,4.53,55.71,8.12,187
2020-07-16,13819906,620333,7711615,5487958,251594,4.49,55.8,8.04,187
2020-07-17,14061988,627380,7895036,5539572,242082,4.46,56.14,7.95,187
2020-07-18,14299992,633932,8045823,5620237,238004,4.43,56.26,7.88,187
2020-07-19,14514203,638842,8133881,5741480,214211,4.4,56.04,7.85,187
2020-07-20,14719693,642661,8293009,5784023,205490,4.37,56.34,7.75,187
2020-07-21,14954374,649058,8467705,5837611,234791,4.34,56.62,7.67,187
2020-07-22,15234082,656414,8647437,5930231,279710,4.31,56.76,7.59,187
2020-07-23,15517265,663036,8823667,6030562,283184,4.27,56.86,7.51,187
2020-07-24,15798643,669493,9051967,6077183,281378,4.24,57.3,7.4,187
2020-07-25,16053910,675641,9271779,6106490,255267,4.21,57.75,7.29,187
2020-07-26,16268478,679970,9415080,6173428,214568,4.18,57.87,7.22,187
2020-07-27,16494982,685202,9586463,6223317,226508,4.15,58.12,7.15,187
2020-07-28,16744408,691926,9756921,6295561,249426,4.13,58.27,7.09,187
2020-07-29,17033229,698935,9959507,6374787,288821,4.1,58.47,7.02,187
2020-07-30,17313924,705566,10173026,6435332,280695,4.08,58.76,6.94,187
2020-07-31,17604158,712145,10372632,6519381,290234,4.05,58.92,6.87,187
2020-08-01,17854849,718270,10553543,6583036,250691,4.02,59.11,6.81,187
2020-08-02,18086667,722927,10692267,6671473,231818,4.0,59.12,6.76,187
2020-08-03,18292815,727705,10914712,6650398,206149,3.98,59.67,6.67,187
2020-08-04,18547235,734706,11138369,6674160,254420,3.96,60.05,6.6,187
2020-08-05,18824882,742193,11360064,6722625,277647,3.94,60.35,6.53,187
2020-08-06,19108192,749080,11548871,6810241,283310,3.92,60.44,6.49,187
2020-08-07,19391535,755769,11740917,6894849,283343,3.9,60.55,6.44,187
2020-08-08,19651124,761841,11941161,6948122,259589,3.88,60.77,6.38,187
2020-08-09,19878168,766964,12119939,6991265,227046,3.86,60.97,6.33,187
2020-08-10,20102330,772360,12284150,7045820,224162,3.84,61.11,6.29,187
2020-08-11,20364358,778981,12589218,6996159,262029,3.83,61.82,6.19,187
2020-08-12,20637699,785928,12829863,7021908,273341,3.81,62.17,6.13,187
2020-08-13,20927025,792763,12993779,7140483,289342,3.79,62.09,6.1,187
2020-08-14,21230641,799422,13277021,7154198,303616,3.77,62.54,6.02,187
2020-08-15,21480833,805387,13445625,7229821,250192,3.75,62.59,5.99,187
2020-08-16,21696026,810211,13678579,7207236,215235,3.73,63.05,5.92,187
2020-08-17,21902757,814732,13889591,7198434,206731,3.72,63.41,5.87,187
2020-08-18,22158907,821795,14117186,7219926,256150,3.71,63.71,5.82,187
2020-08-19,22435528,828898,14335183,7271447,276621,3.69,63.9,5.78,187
2020-08-20,22708713,835309,14542973,7330431,273185,3.68,64.04,5.74,187
2020-08-21,22969885,841040,14711467,7417378,261172,3.66,64.05,5.72,187
2020-08-22,23235385,846844,14921384,7467157,265500,3.64,64.22,5.68,187
2020-08-23,23441866,851243,15137915,7452708,206481,3.63,64.58,5.62,187
2020-08-24,23665454,855956,15337336,7472162,223688,3.62,64.81,5.58,187
2020-08-25,23910016,862592,15568885,7478539,244562,3.61,65.11,5.54,187
2020-08-26,24192594,869151,15794619,7528824,282578,3.59,65.29,5.5,187
2020-08-27,24477129,875366,16001856,7599907,284535,3.58,65.37,5.47,187
2020-08-28,24760435,881228,16200974,7678233,284654,3.56,65.43,5.44,187
2020-08-29,25025727,886853,16412387,7726487,265292,3.54,65.58,5.4,187
2020-08-30,25247151,891273,16622627,7733251,221424,3.53,65.84,5.36,187
2020-08-31,25507327,895653,16823417,7788257,260176,3.51,65.96,5.32,187
2020-09-01,25773234,902282,17081379,7789573,265907,3.5,66.28,5.28,187
2020-09-02,26056415,908572,17300616,7847227,283193,3.49,66.4,5.25,187
2020-09-03,26337998,914641,17521985,7901372,281583,3.47,66.53,5.22,187
2020-09-04,26652305,920528,17735486,7996291,314307,3.45,66.54,5.19,187
2020-09-05,26922625,925680,17936474,8060471,270320,3.44,66.62,5.16,187
2020-09-06,27152911,929820,18148265,8074826,230286,3.42,66.84,5.12,187
2020-09-07,27371040,939412,18345813,8085815,226082,3.43,67.03,5.12,187
2020-09-08,27611502,944520,18547610,8119372,240462,3.42,67.17,5.09,187
2020-09-09,27896906,950751,18787877,8158278,285404,3.41,67.35,5.06,187
2020-09-10,28196717,956769,19004538,8235410,299811,3.39,67.4,5.03,187
2020-09-11,28518390,962798,19228208,8327384,321673,3.38,67.42,5.01,187
2020-09-12,28805651,967857,19451142,8386652,287261,3.36,67.53,4.98,187
2020-09-13,29048497,971848,19638990,8437659,242846,3.35,67.61,4.95,187
2020-09-14,29311101,976375,19867489,8467237,262604,3.33,67.78,4.91,187
2020-09-15,29596420,982979,20093776,8519665,285319,3.32,67.89,4.89,187
2020-09-16,29900930,988887,20323253,8588790,304510,3.31,67.97,4.87,187
2020-09-17,30215729,994484,20543464,8677781,314799,3.29,67.99,4.84,187
2020-09-18,30541692,1000301,20794613,8746778,325963,3.28,68.09,4.81,187
2020-09-19,30834298,1005692,21031598,8797008,292606,3.26,68.21,4.78,187
2020-09-20,31086922,1009668,21268675,8808579,252624,3.25,68.42,4.75,187
2020-09-21,31361667,1014005,21514153,8833509,274745,3.23,68.6,4.71,187
2020-09-22,31646409,1020203,21733546,8892660,284742,3.22,68.68,4.69,187
2020-09-23,31922487,1025817,21996959,8899711,276078,3.21,68.91,4.66,187
2020-09-24,32276010,1032397,22252629,8990984,353523,3.2,68.94,4.64,187
2020-09-25,32607076,1038340,22491837,9076899,331066,3.18,68.98,4.62,187
2020-09-26,32896008,1043906,22753980,9098122,288932,3.17,69.17,4.59,187
2020-09-27,33147909,1047750,22967859,9132300,251993,3.16,69.29,4.56,187
2020-09-28,33402275,1051772,23190401,9160102,254366,3.15,69.43,4.54,187
2020-09-29,33685205,1057836,23431685,9195684,282930,3.14,69.56,4.51,187
2020-09-30,34011270,1064363,23679903,9267004,326065,3.13,69.62,4.49,187
2020-10-01,34329898,1073168,23901445,9355285,318628,3.13,69.62,4.49,187
2020-10-02,34628062,1078210,24073730,9476122,298164,3.11,69.52,4.48,187
2020-10-03,34961117,1083658,24329331,9548128,333055,3.1,69.59,4.45,187
2020-10-04,35222327,1087692,24551490,9583145,261210,3.09,69.7,4.43,187
2020-10-05,35521856,1094694,24788958,9638204,299529,3.08,69.79,4.42,187
2020-10-06,35848137,1100540,25021584,9726013,326281,3.07,69.8,4.4,187
2020-10-07,36199285,1106442,25276775,9816068,351148,3.06,69.83,4.38,187
